t_ms,f0_praat,f0_snack,filename,vowel
187,249.37048077878612,250.7666718380738,BF1_central.mp3,481
188,249.741424669081,250.97202703112728,BF1_central.mp3,481
189,250.14605733537638,251.37638057800635,BF1_central.mp3,481
190,250.60535199971133,251.79983080424952,BF1_central.mp3,481
191,251.14393232544452,251.94773123120996,BF1_central.mp3,481
192,251.82135746577077,252.27686203323128,BF1_central.mp3,481
193,252.72316311830764,253.33061383536764,BF1_central.mp3,481
194,253.82257984142583,253.8954135657863,BF1_central.mp3,481
195,254.78995415898748,254.05311950616004,BF1_central.mp3,481
196,255.51403106896333,254.2491445301052,BF1_central.mp3,481
197,256.072239707252,255.07747946286497,BF1_central.mp3,481
198,256.53051613267183,,BF1_central.mp3,481
199,256.89973629018976,63.56779640014634,BF1_central.mp3,481
200,257.20960097232404,63.57427797425336,BF1_central.mp3,481
201,257.4677742130738,63.56034994959535,BF1_central.mp3,481
202,257.67938345531155,63.54353808760309,BF1_central.mp3,481
203,257.8488913449757,63.56533071143929,BF1_central.mp3,481
204,257.9805198661116,63.579374396676194,BF1_central.mp3,481
205,258.07257572279497,63.56879492361845,BF1_central.mp3,481
206,258.1274594705958,63.56241335220816,BF1_central.mp3,481
207,258.1468642141136,63.54430452283074,BF1_central.mp3,481
208,258.1317382673048,63.580959252018246,BF1_central.mp3,481
209,258.0844337183351,63.61146432186195,BF1_central.mp3,481
210,258.0070022226978,63.58643743121435,BF1_central.mp3,481
211,257.90298618949873,63.574683514457334,BF1_central.mp3,481
212,257.7754317805493,63.57906363797536,BF1_central.mp3,481
213,257.6323454913374,,BF1_central.mp3,481
214,257.47737745804835,257.319542371223,BF1_central.mp3,481
215,257.31574041026755,257.3082293945061,BF1_central.mp3,481
216,257.15138898291985,257.2478842449584,BF1_central.mp3,481
217,256.98688640561795,257.00612163289725,BF1_central.mp3,481
218,256.8193783468836,256.80100029478814,BF1_central.mp3,481
219,256.6560996343336,256.6488412877638,BF1_central.mp3,481
220,256.4917296026477,256.54447828875885,BF1_central.mp3,481
221,256.3228477926288,256.28631698890865,BF1_central.mp3,481
222,256.14936512141344,256.05296821432336,BF1_central.mp3,481
223,255.96744482079214,255.9289502269225,BF1_central.mp3,481
224,255.7744467671451,255.8113910867709,BF1_central.mp3,481
225,255.56867966862225,255.5751822205237,BF1_central.mp3,481
226,255.34929804934893,255.340621220444,BF1_central.mp3,481
227,255.11663042476115,255.25365089304978,BF1_central.mp3,481
228,254.86400485615593,255.07635649813562,BF1_central.mp3,481
229,254.60673241449064,254.70059979012606,BF1_central.mp3,481
230,254.34011577609627,254.39876566795004,BF1_central.mp3,481
231,254.06788333057304,254.27382393585953,BF1_central.mp3,481
232,253.79381808636913,254.11305920779176,BF1_central.mp3,481
233,253.52194965566156,253.7328789551178,BF1_central.mp3,481
234,253.25349144287767,253.36202661885898,BF1_central.mp3,481
235,252.9935062374082,253.23562747706214,BF1_central.mp3,481
236,252.74230020646712,253.07152222403246,BF1_central.mp3,481
237,252.50212605604437,252.782307529376,BF1_central.mp3,481
238,252.26941363201408,252.36349690582765,BF1_central.mp3,481
239,252.05502827808508,252.26043028140998,BF1_central.mp3,481
240,251.8514272642965,252.13082548589932,BF1_central.mp3,481
241,251.66090905311188,251.92964161398262,BF1_central.mp3,481
242,251.48138197133832,251.6252020321344,BF1_central.mp3,481
243,251.31229100251326,251.5808769051905,BF1_central.mp3,481
244,251.1528950355299,251.47784781353207,BF1_central.mp3,481
245,251.0028440308004,251.24649486652498,BF1_central.mp3,481
246,250.8614151158531,251.00560308049833,BF1_central.mp3,481
247,250.7280783901188,250.9613443410822,BF1_central.mp3,481
248,250.59940794440843,250.9084824449837,BF1_central.mp3,481
249,250.4796150398462,250.67950661734136,BF1_central.mp3,481
250,250.3684412381606,250.41221254560918,BF1_central.mp3,481
251,250.26467632891325,250.3383917021072,BF1_central.mp3,481
252,250.16854504645408,250.31228427914354,BF1_central.mp3,481
253,250.0807723645953,250.21255264495076,BF1_central.mp3,481
254,250.001990297996,250.08894729295764,BF1_central.mp3,481
255,249.93308269463284,250.04355041367342,BF1_central.mp3,481
256,249.8751362637061,250.0212829303844,BF1_central.mp3,481
257,249.82968167917397,250.00610455207396,BF1_central.mp3,481
258,249.7973893191482,249.96731209224885,BF1_central.mp3,481
259,249.78069403528562,249.96736112168387,BF1_central.mp3,481
260,249.7790990384723,250.00373971976603,BF1_central.mp3,481
261,249.7928384059118,250.04698249418024,BF1_central.mp3,481
262,249.82162538188334,250.0160006050125,BF1_central.mp3,481
263,249.8648058243006,250.02488843387675,BF1_central.mp3,481
264,249.92130282988103,250.06599392733375,BF1_central.mp3,481
265,249.99007498557182,250.08078380636704,BF1_central.mp3,481
266,250.0698109302594,250.08982246101755,BF1_central.mp3,481
267,250.15931075398188,250.1235531018793,BF1_central.mp3,481
268,250.25938155608662,250.11795946464633,BF1_central.mp3,481
269,250.36387061947065,250.24330065080377,BF1_central.mp3,481
270,250.4726656321634,250.28991203901776,BF1_central.mp3,481
271,250.58507831715812,250.31969996016477,BF1_central.mp3,481
272,250.6933363764313,250.3083693799823,BF1_central.mp3,481
273,250.79385391706413,250.27683718151485,BF1_central.mp3,481
274,250.87959014085888,250.37295459790732,BF1_central.mp3,481
275,250.94284739373248,250.42211706424885,BF1_central.mp3,481
276,250.974029718245,250.3649119518247,BF1_central.mp3,481
277,250.96197926380333,250.25861075127582,BF1_central.mp3,481
278,250.89164188931446,250.2296693805229,BF1_central.mp3,481
279,250.75096607993433,250.19153767180325,BF1_central.mp3,481
280,250.51366332947975,250.14209133412166,BF1_central.mp3,481
281,250.1500915987446,250.07805881614868,BF1_central.mp3,481
282,249.59182946486175,249.7809405534797,BF1_central.mp3,481
283,248.78168315890719,249.4381479029064,BF1_central.mp3,481
284,247.79533787228,249.03075779768864,BF1_central.mp3,481
285,246.8354555632887,247.86763351674392,BF1_central.mp3,481
286,245.9759469923412,246.8306617266783,BF1_central.mp3,481
287,245.23159305483398,246.34215518145737,BF1_central.mp3,481
288,244.62277950034988,245.81932377728552,BF1_central.mp3,481
289,244.15634217062302,245.54995092751992,BF1_central.mp3,481
290,243.76603980506832,244.994232823172,BF1_central.mp3,481
291,243.37282944053192,244.69907478350964,BF1_central.mp3,481
292,238.22112505973348,244.81213800377478,BF1_central.mp3,481
293,236.45772208927963,244.4791643865232,BF1_central.mp3,481
294,235.26751138989684,240.70801885679828,BF1_central.mp3,481
442,244.51021600421487,242.38561265222165,BF1_central.mp3,482
443,244.18679768510853,244.9764155178211,BF1_central.mp3,482
444,244.08642212654627,244.4528504032798,BF1_central.mp3,482
445,244.19109602861207,244.6018661203485,BF1_central.mp3,482
446,244.64327864277885,244.58117333017628,BF1_central.mp3,482
447,246.57264142130012,245.0209324388387,BF1_central.mp3,482
448,246.676110237452,,BF1_central.mp3,482
449,246.74876258223043,247.3890599245918,BF1_central.mp3,482
450,246.8338574749682,247.37051771315146,BF1_central.mp3,482
451,246.94412604704118,247.54530764341658,BF1_central.mp3,482
452,247.0843275229649,247.7225211578201,BF1_central.mp3,482
453,247.25235829590326,247.87071690723303,BF1_central.mp3,482
454,247.4423288712044,247.91388191881927,BF1_central.mp3,482
455,247.64601071041395,247.9430485369084,BF1_central.mp3,482
456,247.8546364163012,247.99988726166518,BF1_central.mp3,482
457,248.05482969751077,248.07783212892974,BF1_central.mp3,482
458,248.2414996946447,248.04426794092788,BF1_central.mp3,482
459,248.3991261159962,248.0813437850557,BF1_central.mp3,482
460,248.52814871800825,248.09599306760592,BF1_central.mp3,482
461,248.62692911717235,248.13406296874487,BF1_central.mp3,482
462,248.69514746958666,248.28946381039492,BF1_central.mp3,482
463,248.73360301223408,248.3728112274212,BF1_central.mp3,482
464,248.74270008655293,248.33748236535686,BF1_central.mp3,482
465,248.72287819881984,248.27940734503824,BF1_central.mp3,482
466,248.6745738158232,248.26996131977432,BF1_central.mp3,482
467,248.5987801793623,248.26833746156683,BF1_central.mp3,482
468,248.49297739588866,248.25267464724405,BF1_central.mp3,482
469,248.36168143810605,247.9876058309827,BF1_central.mp3,482
470,248.20234175919907,247.846525117547,BF1_central.mp3,482
471,248.01360113594242,247.736525448842,BF1_central.mp3,482
472,247.7917312052098,247.69663046927107,BF1_central.mp3,482
473,247.52804234780186,247.5365520443808,BF1_central.mp3,482
474,247.2124734513624,247.05471410371976,BF1_central.mp3,482
475,246.8246924739513,246.71820196749363,BF1_central.mp3,482
476,246.33498760191708,246.63651815458357,BF1_central.mp3,482
477,245.6891286156462,246.3780838765486,BF1_central.mp3,482
478,244.92215045896683,245.3954873259788,BF1_central.mp3,482
479,244.17476040653057,244.58144491122448,BF1_central.mp3,482
480,243.56102105301767,244.43411116415336,BF1_central.mp3,482
481,243.05805835724206,243.97477442220824,BF1_central.mp3,482
482,242.6169495547319,242.82071153656676,BF1_central.mp3,482
483,242.20310155887688,242.22629752169146,BF1_central.mp3,482
484,241.791039733597,241.80619493578791,BF1_central.mp3,482
485,241.35714701529966,241.47461797728525,BF1_central.mp3,482
486,240.87966219560877,240.76985376388092,BF1_central.mp3,482
487,240.32145025178608,239.93093414357767,BF1_central.mp3,482
488,239.69429508818328,239.56450334104665,BF1_central.mp3,482
489,239.01767991478943,239.07513741244404,BF1_central.mp3,482
490,238.372220754828,237.70292303172178,BF1_central.mp3,482
491,237.8042741271346,236.9993255962862,BF1_central.mp3,482
492,237.30478351278458,236.9180805219183,BF1_central.mp3,482
493,236.85720195682936,236.78515322906745,BF1_central.mp3,482
494,236.44785103342318,236.6317378144632,BF1_central.mp3,482
495,236.06798153041564,236.1226128262588,BF1_central.mp3,482
496,235.70949042609033,236.04502269589062,BF1_central.mp3,482
497,235.35616390085008,236.0095321724678,BF1_central.mp3,482
498,235.01159078350682,235.74364166409032,BF1_central.mp3,482
499,234.6541493228464,235.29244645653128,BF1_central.mp3,482
500,234.26150816738337,235.0057436068238,BF1_central.mp3,482
501,233.79770636362792,234.86447807597563,BF1_central.mp3,482
502,233.1860207907342,234.30522261214483,BF1_central.mp3,482
503,232.18202415756872,233.6714045263962,BF1_central.mp3,482
504,230.60483731073452,233.52144690493174,BF1_central.mp3,482
505,229.69214296712818,228.71731799714317,BF1_central.mp3,482
506,229.0247391883346,228.36933788657026,BF1_central.mp3,482
507,228.37443251120246,227.531283666563,BF1_central.mp3,482
508,227.68794782860866,,BF1_central.mp3,482
509,226.9354855425603,45.16882144337951,BF1_central.mp3,482
510,226.18341657845465,45.13274904181354,BF1_central.mp3,482
511,225.5170907505287,45.06023114915732,BF1_central.mp3,482
512,224.95949532281207,45.010818663927765,BF1_central.mp3,482
513,224.4995939653878,,BF1_central.mp3,482
514,224.12264896266984,223.76736088145785,BF1_central.mp3,482
515,223.81827185238689,223.81868941360707,BF1_central.mp3,482
516,223.57526781414086,223.68389706999568,BF1_central.mp3,482
517,223.37782942908456,223.45308598323697,BF1_central.mp3,482
518,223.22559184063647,223.44955227569042,BF1_central.mp3,482
519,223.1058959962398,223.33601336092545,BF1_central.mp3,482
520,223.01158392351263,223.27174410230214,BF1_central.mp3,482
521,222.93569388489115,223.1421351507067,BF1_central.mp3,482
522,222.8728049329524,223.08705520177978,BF1_central.mp3,482
523,222.8184321931888,223.02953548608937,BF1_central.mp3,482
524,222.76841630560347,222.92029253592204,BF1_central.mp3,482
525,222.71760291942937,222.77237318765393,BF1_central.mp3,482
526,222.6623963396329,222.55194847469244,BF1_central.mp3,482
527,222.5973136644485,222.50637467336298,BF1_central.mp3,482
528,222.5219979878554,222.42182509844744,BF1_central.mp3,482
529,222.43152487150613,222.36352990143388,BF1_central.mp3,482
530,222.32181537132033,222.03984177083265,BF1_central.mp3,482
531,222.18957451303942,221.91945816334274,BF1_central.mp3,482
532,222.0321790645929,221.89416810496834,BF1_central.mp3,482
533,221.84778811256623,221.8242107594334,BF1_central.mp3,482
534,221.63471871001062,221.6027811007762,BF1_central.mp3,482
535,221.3924066992093,221.15571700808533,BF1_central.mp3,482
536,221.12377622965914,221.07374988618116,BF1_central.mp3,482
537,220.83380879122285,220.8807043256757,BF1_central.mp3,482
538,220.52292619464342,,BF1_central.mp3,482
539,220.2119098171262,73.79473439397441,BF1_central.mp3,482
540,219.90138969476067,73.73394590326568,BF1_central.mp3,482
541,219.5969092315345,73.664989694182,BF1_central.mp3,482
542,219.30196504501907,73.47553001538262,BF1_central.mp3,482
543,219.01867842473445,73.3641758717206,BF1_central.mp3,482
544,218.74777557854586,73.20470285372744,BF1_central.mp3,482
545,218.48958562275246,73.17368374882483,BF1_central.mp3,482
821,185.05734211381744,185.55961666192866,BF1_central.mp3,483_h
822,184.55428047594015,184.9776728370227,BF1_central.mp3,483_h
823,184.08017245524155,184.65723404821043,BF1_central.mp3,483_h
824,183.63162316987962,184.26908688063824,BF1_central.mp3,483_h
825,183.19737445582308,183.66604869161847,BF1_central.mp3,483_h
826,182.76933282375708,183.0439837078116,BF1_central.mp3,483_h
827,182.32959611718664,182.67187981742697,BF1_central.mp3,483_h
828,181.89556572859797,182.26838966453772,BF1_central.mp3,483_h
829,181.45753848823213,181.751853030414,BF1_central.mp3,483_h
830,181.02279304798628,181.36358855219447,BF1_central.mp3,483_h
831,180.5953309581437,181.054865529064,BF1_central.mp3,483_h
832,180.176243349315,180.6922108720808,BF1_central.mp3,483_h
833,179.76512032872563,180.21270536252715,BF1_central.mp3,483_h
834,179.35460391929013,179.8453477504914,BF1_central.mp3,483_h
835,178.93839780918802,179.57784961849373,BF1_central.mp3,483_h
836,178.50957317421754,178.92545904650584,BF1_central.mp3,483_h
837,178.05671228784556,178.43989638229792,BF1_central.mp3,483_h
838,177.601207807615,178.13674209267833,BF1_central.mp3,483_h
839,177.14126056647646,177.64585313968024,BF1_central.mp3,483_h
840,176.6841893373339,177.1531556204499,BF1_central.mp3,483_h
841,176.23331675536534,176.7037007249609,BF1_central.mp3,483_h
842,175.7790657556677,176.32249459636992,BF1_central.mp3,483_h
843,175.30883516943732,,BF1_central.mp3,483_h
844,174.80994343182974,351.96459533641297,BF1_central.mp3,483_h
845,174.27511421119772,352.1825162665337,BF1_central.mp3,483_h
846,173.72427648735194,351.9488088887262,BF1_central.mp3,483_h
847,173.17889822719135,350.149014963711,BF1_central.mp3,483_h
848,172.6829502973678,346.98671309293644,BF1_central.mp3,483_h
849,172.2037338828894,346.5732612560138,BF1_central.mp3,483_h
850,171.70562342635245,346.69994375814434,BF1_central.mp3,483_h
851,171.14225359851557,346.9766611544446,BF1_central.mp3,483_h
852,170.50339114544485,344.8390250945072,BF1_central.mp3,483_h
853,169.86738189955116,343.5761151965974,BF1_central.mp3,483_h
854,169.2953115475988,340.8058811353302,BF1_central.mp3,483_h
855,168.77036633242915,340.5401019137828,BF1_central.mp3,483_h
856,168.25300919581437,340.51908236443506,BF1_central.mp3,483_h
857,167.6925645713166,340.60148290403754,BF1_central.mp3,483_h
858,167.0782250141514,338.1847559424148,BF1_central.mp3,483_h
859,166.4077745323931,336.0527556334081,BF1_central.mp3,483_h
860,165.7430713041044,334.3251734610845,BF1_central.mp3,483_h
861,165.12015298672972,334.19530168170735,BF1_central.mp3,483_h
862,164.5397437164839,334.0886048504463,BF1_central.mp3,483_h
863,163.98744538084725,333.57005334126717,BF1_central.mp3,483_h
864,163.43229740455695,331.97635838438686,BF1_central.mp3,483_h
865,162.83694207303935,329.33297113053584,BF1_central.mp3,483_h
866,162.18413540645537,327.89271303911886,BF1_central.mp3,483_h
867,161.54505941118745,327.4363208767011,BF1_central.mp3,483_h
868,161.01065198309664,326.7729954601923,BF1_central.mp3,483_h
869,160.5299256202704,325.550604105422,BF1_central.mp3,483_h
870,160.03557105000152,324.39589318102543,BF1_central.mp3,483_h
871,159.4010058119738,,BF1_central.mp3,483_h
872,158.4988768826234,321.61005959870863,BF1_central.mp3,483_h
873,157.7765223241121,319.9839201187779,BF1_central.mp3,483_h
874,157.21234033879327,319.40123934286976,BF1_central.mp3,483_h
875,156.63095965727973,317.38881613394807,BF1_central.mp3,483_h
876,155.89528442268823,316.7846306965299,BF1_central.mp3,483_h
877,155.17490868217797,314.4137230175398,BF1_central.mp3,483_h
878,154.63345323524155,315.0627526692963,BF1_central.mp3,483_h
879,154.08681462582675,314.0607448541061,BF1_central.mp3,483_h
880,153.15073033783338,312.7899057055095,BF1_central.mp3,483_h
881,152.3438751096467,309.58857797731605,BF1_central.mp3,483_h
882,151.89539605839406,308.31033248008174,BF1_central.mp3,483_h
883,151.49847690679778,,BF1_central.mp3,483_h
884,150.97370687391478,306.1885408311881,BF1_central.mp3,483_h
885,149.84213577245123,306.9892942014053,BF1_central.mp3,483_h
886,149.37405536502288,305.157067990747,BF1_central.mp3,483_h
887,149.04639701909312,303.67798772082807,BF1_central.mp3,483_h
888,148.74813450859335,,BF1_central.mp3,483_h
889,148.39511162499977,,BF1_central.mp3,483_h
890,147.60078617692184,297.88635991586426,BF1_central.mp3,483_h
891,146.91661112533188,298.9970572577243,BF1_central.mp3,483_h
892,146.612140600691,299.32899591993953,BF1_central.mp3,483_h
893,146.36651895690014,297.3152174736792,BF1_central.mp3,483_h
894,146.12476121864114,,BF1_central.mp3,483_h
895,145.85531170508338,,BF1_central.mp3,483_h
896,145.51783747452512,145.998411219968,BF1_central.mp3,483_h
897,145.0707414995807,145.56475460716695,BF1_central.mp3,483_h
898,144.62051892603898,145.37460939652803,BF1_central.mp3,483_h
899,144.25888663532464,144.81285144624806,BF1_central.mp3,483_h
900,143.94180280616646,144.69489567021583,BF1_central.mp3,483_h
901,143.62995450658903,144.14399633437588,BF1_central.mp3,483_h
902,143.32192366856287,143.67129837296162,BF1_central.mp3,483_h
903,143.0252797526212,143.52397438778735,BF1_central.mp3,483_h
904,142.74536943065337,143.03591009837123,BF1_central.mp3,483_h
905,142.47544801755902,142.91167659531015,BF1_central.mp3,483_h
906,142.2079940236358,142.54432539727603,BF1_central.mp3,483_h
907,141.92311780793753,142.3166395847595,BF1_central.mp3,483_h
908,141.6268250744492,142.07109463182985,BF1_central.mp3,483_h
909,141.31809831534366,141.6350462714136,BF1_central.mp3,483_h
910,141.0164737240294,141.49123459361377,BF1_central.mp3,483_h
911,140.72914348035485,140.96021726039768,BF1_central.mp3,483_h
912,140.44869181934456,140.789372078019,BF1_central.mp3,483_h
913,140.16422244705524,140.3775684722298,BF1_central.mp3,483_h
914,139.86888972749398,140.17945452849705,BF1_central.mp3,483_h
915,139.5496717881446,139.83877768850934,BF1_central.mp3,483_h
916,139.20972234025948,,BF1_central.mp3,483_h
917,138.8651013838802,139.33669752131192,BF1_central.mp3,483_h
918,138.53774745195713,138.95570053964298,BF1_central.mp3,483_h
919,138.2494989332142,138.71102229808565,BF1_central.mp3,483_h
920,137.9831177027447,138.2609767057913,BF1_central.mp3,483_h
921,137.72775735133547,,BF1_central.mp3,483_h
922,137.46194029760852,137.7485762522354,BF1_central.mp3,483_h
923,137.16149383587563,137.5371513480876,BF1_central.mp3,483_h
924,136.8023849197186,137.24407538135435,BF1_central.mp3,483_h
925,136.40123243985457,136.95910967992918,BF1_central.mp3,483_h
926,136.021038182965,136.36770929092677,BF1_central.mp3,483_h
927,135.67712343264424,135.96831554392776,BF1_central.mp3,483_h
928,135.3404499421348,135.7327120708607,BF1_central.mp3,483_h
929,134.9935403332672,135.31071269125596,BF1_central.mp3,483_h
930,134.61858170668089,,BF1_central.mp3,483_h
931,134.26220794063494,134.88171213639754,BF1_central.mp3,483_h
932,133.9612603128864,134.48688864450187,BF1_central.mp3,483_h
933,133.69963642085276,134.18366425658635,BF1_central.mp3,483_h
934,133.44922684945098,133.66755680752206,BF1_central.mp3,483_h
935,133.17325419203405,133.47836221849997,BF1_central.mp3,483_h
936,132.79475029185693,133.000966524077,BF1_central.mp3,483_h
937,132.2658228813703,132.7474439138586,BF1_central.mp3,483_h
938,131.91535489013938,132.6443590107297,BF1_central.mp3,483_h
939,131.6676268052224,132.3617682483909,BF1_central.mp3,483_h
940,131.45268230234555,132.34718968549976,BF1_central.mp3,483_h
941,131.24062286249776,131.86234394165007,BF1_central.mp3,483_h
942,131.0080736693994,131.71829278669406,BF1_central.mp3,483_h
943,130.722371269501,131.22880554438876,BF1_central.mp3,483_h
944,130.39715611696474,131.15322083012117,BF1_central.mp3,483_h
945,130.15900111838042,131.0300087216957,BF1_central.mp3,483_h
946,130.02474714111668,130.9581586990101,BF1_central.mp3,483_h
947,129.94804965342703,130.92305503267474,BF1_central.mp3,483_h
948,129.91438556294273,130.82950528318128,BF1_central.mp3,483_h
949,129.91838349639792,130.59964807910302,BF1_central.mp3,483_h
950,129.96195815038203,130.46840448306693,BF1_central.mp3,483_h
951,130.05021892854782,130.29206887195588,BF1_central.mp3,483_h
952,130.1872530669548,130.4086166081638,BF1_central.mp3,483_h
953,130.365391787154,130.6063073668784,BF1_central.mp3,483_h
954,130.56286537566106,130.75558031885473,BF1_central.mp3,483_h
955,130.75856892038829,130.65824418945292,BF1_central.mp3,483_h
956,130.93575782148523,130.61380193609816,BF1_central.mp3,483_h
957,131.0961847624641,130.59672005465112,BF1_central.mp3,483_h
958,131.22973957190408,130.71685802474175,BF1_central.mp3,483_h
959,131.34662267494303,130.89931507358313,BF1_central.mp3,483_h
960,131.44496439428286,131.09910271734643,BF1_central.mp3,483_h
961,131.53274594670438,131.3216073014972,BF1_central.mp3,483_h
962,131.61109435318528,131.37580305530884,BF1_central.mp3,483_h
963,131.68544635934433,131.36664047981242,BF1_central.mp3,483_h
964,131.7526869694142,131.6175774451727,BF1_central.mp3,483_h
965,131.81893539661678,131.6067127967923,BF1_central.mp3,483_h
966,131.8871565579332,131.94368379648733,BF1_central.mp3,483_h
967,131.96177882756842,132.02133050009036,BF1_central.mp3,483_h
968,132.04610391554874,132.27192888250397,BF1_central.mp3,483_h
969,132.14759389167023,132.28795753150825,BF1_central.mp3,483_h
970,132.2722370440652,132.23058914714315,BF1_central.mp3,483_h
971,132.4204625123696,132.309451593647,BF1_central.mp3,483_h
972,132.60211049345412,132.17515952313892,BF1_central.mp3,483_h
973,132.81711937998827,132.23582904104632,BF1_central.mp3,483_h
974,133.07319393082645,132.85707734174485,BF1_central.mp3,483_h
975,133.35759019182103,133.12433744990386,BF1_central.mp3,483_h
976,133.65967562168817,133.2416978732465,BF1_central.mp3,483_h
977,133.9714311119722,132.67636712703026,BF1_central.mp3,483_h
978,134.28796181407807,132.40137225108077,BF1_central.mp3,483_h
979,134.62569703460844,,BF1_central.mp3,483_h
980,134.9695828483482,131.9433761536533,BF1_central.mp3,483_h
981,135.29323687408663,132.56554410346357,BF1_central.mp3,483_h
982,135.57851456925124,,BF1_central.mp3,483_h
983,135.7872136952251,,BF1_central.mp3,483_h
984,135.87856374758738,,BF1_central.mp3,483_h
